Student ID,School ID,Condition,Preference Rank
349,3,true,1
349,0,true,2
349,4,true,3
349,1,true,4
349,2,true,5
350,1,true,1
350,0,true,2
350,4,true,3
350,2,true,4
350,3,true,5
351,3,true,1
351,4,true,2
351,0,true,3
351,2,true,4
351,1,true,5
352,3,true,1
352,0,true,2
352,4,true,3
352,1,true,4
352,2,true,5
353,2,true,1
353,0,true,2
353,4,true,3
353,1,true,4
353,3,true,5
354,1,true,1
354,0,true,2
354,2,true,3
354,4,true,4
354,3,true,5
355,1,true,1
355,0,true,2
355,2,true,3
355,4,true,4
355,3,true,5
356,3,true,1
356,0,true,2
356,4,true,3
356,1,true,4
356,2,true,5
357,3,true,1
357,0,true,2
357,4,true,3
357,2,true,4
357,1,true,5
358,3,true,1
358,4,true,2
358,0,true,3
358,2,true,4
358,1,true,5
359,0,true,1
359,1,true,2
359,2,true,3
359,4,true,4
359,3,true,5
360,3,true,1
360,4,true,2
360,0,true,3
360,2,true,4
360,1,true,5
361,3,true,1
361,1,true,2
361,0,true,3
361,4,true,4
361,2,true,5
362,3,true,1
362,0,true,2
362,4,true,3
362,1,true,4
362,2,true,5
363,2,true,1
363,0,true,2
363,4,true,3
363,1,true,4
363,3,true,5
364,4,true,1
364,2,true,2
364,0,true,3
364,1,true,4
364,3,true,5
365,2,true,1
365,4,true,2
365,0,true,3
365,3,true,4
365,1,true,5
366,0,true,1
366,4,true,2
366,2,true,3
366,1,true,4
366,3,true,5
367,3,true,1
367,4,true,2
367,0,true,3
367,2,true,4
367,1,true,5
368,3,true,1
368,0,true,2
368,4,true,3
368,2,true,4
368,1,true,5
369,0,true,1
369,1,true,2
369,2,true,3
369,4,true,4
369,3,true,5
370,3,true,1
370,0,true,2
370,4,true,3
370,1,true,4
370,2,true,5
371,1,true,1
371,0,true,2
371,4,true,3
371,2,true,4
371,3,true,5
372,3,true,1
372,0,true,2
372,4,true,3
372,1,true,4
372,2,true,5
373,3,true,1
373,4,true,2
373,0,true,3
373,2,true,4
373,1,true,5
374,3,true,1
374,4,true,2
374,0,true,3
374,2,true,4
374,1,true,5
375,1,true,1
375,0,true,2
375,3,true,3
375,4,true,4
375,2,true,5
376,3,true,1
376,4,true,2
376,0,true,3
376,2,true,4
376,1,true,5
377,3,true,1
377,0,true,2
377,1,true,3
377,4,true,4
377,2,true,5
378,1,true,1
378,0,true,2
378,4,true,3
378,3,true,4
378,2,true,5
379,0,true,1
379,1,true,2
379,2,true,3
379,4,true,4
379,3,true,5
380,1,true,1
380,0,true,2
380,2,true,3
380,4,true,4
380,3,true,5
381,3,true,1
381,4,true,2
381,0,true,3
381,2,true,4
381,1,true,5
382,2,true,1
382,0,true,2
382,4,true,3
382,1,true,4
382,3,true,5
383,0,true,1
383,4,true,2
383,1,true,3
383,2,true,4
383,3,true,5
384,3,true,1
384,0,true,2
384,4,true,3
384,2,true,4
384,1,true,5
385,3,true,1
385,0,true,2
385,4,true,3
385,2,true,4
385,1,true,5
386,0,true,1
386,2,true,2
386,4,true,3
386,1,true,4
386,3,true,5
387,1,true,1
387,0,true,2
387,2,true,3
387,4,true,4
387,3,true,5
388,1,true,1
388,2,true,2
388,0,true,3
388,4,true,4
388,3,true,5
389,1,true,1
389,0,true,2
389,4,true,3
389,2,true,4
389,3,true,5
390,4,true,1
390,0,true,2
390,3,true,3
390,2,true,4
390,1,true,5
391,1,true,1
391,0,true,2
391,4,true,3
391,2,true,4
391,3,true,5
392,0,true,1
392,2,true,2
392,4,true,3
392,1,true,4
392,3,true,5
393,3,true,1
393,0,true,2
393,4,true,3
393,2,true,4
393,1,true,5
394,0,true,1
394,2,true,2
394,4,true,3
394,1,true,4
394,3,true,5
395,3,true,1
395,0,true,2
395,4,true,3
395,2,true,4
395,1,true,5
396,3,true,1
396,0,true,2
396,4,true,3
396,1,true,4
396,2,true,5
397,3,true,1
397,4,true,2
397,0,true,3
397,1,true,4
397,2,true,5
398,1,true,1
398,0,true,2
398,4,true,3
398,3,true,4
398,2,true,5
399,3,true,1
399,4,true,2
399,0,true,3
399,2,true,4
399,1,true,5
400,0,true,1
400,1,true,2
400,4,true,3
400,2,true,4
400,3,true,5
401,2,true,1
401,4,true,2
401,0,true,3
401,1,true,4
401,3,true,5
402,2,true,1
402,0,true,2
402,4,true,3
402,1,true,4
402,3,true,5
403,3,true,1
403,0,true,2
403,4,true,3
403,2,true,4
403,1,true,5
404,3,true,1
404,0,true,2
404,1,true,3
404,4,true,4
404,2,true,5
405,1,true,1
405,3,true,2
405,0,true,3
405,4,true,4
405,2,true,5
406,3,true,1
406,0,true,2
406,1,true,3
406,4,true,4
406,2,true,5
407,4,true,1
407,2,true,2
407,0,true,3
407,1,true,4
407,3,true,5
408,2,true,1
408,0,true,2
408,4,true,3
408,1,true,4
408,3,true,5
409,4,true,1
409,3,true,2
409,0,true,3
409,2,true,4
409,1,true,5
410,1,true,1
410,0,true,2
410,4,true,3
410,2,true,4
410,3,true,5
411,4,true,1
411,0,true,2
411,1,true,3
411,2,true,4
411,3,true,5
412,4,true,1
412,3,true,2
412,0,true,3
412,2,true,4
412,1,true,5
413,0,true,1
413,4,true,2
413,2,true,3
413,3,true,4
413,1,true,5
414,3,true,1
414,0,true,2
414,4,true,3
414,2,true,4
414,1,true,5
415,3,true,1
415,0,true,2
415,4,true,3
415,1,true,4
415,2,true,5
416,1,true,1
416,0,true,2
416,4,true,3
416,2,true,4
416,3,true,5
417,0,true,1
417,3,true,2
417,4,true,3
417,2,true,4
417,1,true,5
418,1,true,1
418,0,true,2
418,2,true,3
418,4,true,4
418,3,true,5
419,3,true,1
419,0,true,2
419,4,true,3
419,2,true,4
419,1,true,5
420,0,true,1
420,1,true,2
420,2,true,3
420,4,true,4
420,3,true,5
421,3,true,1
421,0,true,2
421,4,true,3
421,1,true,4
421,2,true,5
422,1,true,1
422,0,true,2
422,3,true,3
422,4,true,4
422,2,true,5
423,3,true,1
423,0,true,2
423,4,true,3
423,2,true,4
423,1,true,5
424,1,true,1
424,0,true,2
424,2,true,3
424,4,true,4
424,3,true,5
425,3,true,1
425,4,true,2
425,2,true,3
425,0,true,4
425,1,true,5
426,3,true,1
426,0,true,2
426,4,true,3
426,1,true,4
426,2,true,5
427,4,true,1
427,0,true,2
427,3,true,3
427,2,true,4
427,1,true,5
428,1,true,1
428,0,true,2
428,2,true,3
428,4,true,4
428,3,true,5
429,1,true,1
429,0,true,2
429,4,true,3
429,3,true,4
429,2,true,5
430,2,true,1
430,4,true,2
430,0,true,3
430,1,true,4
430,3,true,5
431,3,true,1
431,0,true,2
431,4,true,3
431,2,true,4
431,1,true,5
432,3,true,1
432,0,true,2
432,4,true,3
432,1,true,4
432,2,true,5
433,1,true,1
433,0,true,2
433,4,true,3
433,3,true,4
433,2,true,5
434,1,true,1
434,0,true,2
434,2,true,3
434,4,true,4
434,3,true,5
435,1,true,1
435,0,true,2
435,2,true,3
435,4,true,4
435,3,true,5
436,3,true,1
436,0,true,2
436,4,true,3
436,1,true,4
436,2,true,5
437,3,true,1
437,0,true,2
437,4,true,3
437,2,true,4
437,1,true,5
438,3,true,1
438,0,true,2
438,1,true,3
438,4,true,4
438,2,true,5
439,4,true,1
439,0,true,2
439,2,true,3
439,1,true,4
439,3,true,5
440,1,true,1
440,3,true,2
440,0,true,3
440,4,true,4
440,2,true,5
441,2,true,1
441,4,true,2
441,0,true,3
441,1,true,4
441,3,true,5
442,3,true,1
442,0,true,2
442,4,true,3
442,1,true,4
442,2,true,5
443,0,true,1
443,1,true,2
443,2,true,3
443,4,true,4
443,3,true,5
444,3,true,1
444,0,true,2
444,4,true,3
444,2,true,4
444,1,true,5
445,3,true,1
445,4,true,2
445,2,true,3
445,0,true,4
445,1,true,5
446,3,true,1
446,4,true,2
446,0,true,3
446,2,true,4
446,1,true,5
447,3,true,1
447,0,true,2
447,1,true,3
447,4,true,4
447,2,true,5
448,3,true,1
448,0,true,2
448,4,true,3
448,1,true,4
448,2,true,5
449,2,true,1
449,0,true,2
449,4,true,3
449,1,true,4
449,3,true,5
450,3,true,1
450,0,true,2
450,4,true,3
450,1,true,4
450,2,true,5
451,0,true,1
451,1,true,2
451,3,true,3
451,4,true,4
451,2,true,5
452,3,true,1
452,0,true,2
452,4,true,3
452,1,true,4
452,2,true,5
453,1,true,1
453,0,true,2
453,3,true,3
453,2,true,4
453,4,true,5
454,1,true,1
454,0,true,2
454,2,true,3
454,4,true,4
454,3,true,5
455,1,true,1
455,0,true,2
455,3,true,3
455,4,true,4
455,2,true,5
456,1,true,1
456,0,true,2
456,4,true,3
456,2,true,4
456,3,true,5
457,4,true,1
457,2,true,2
457,0,true,3
457,1,true,4
457,3,true,5
458,3,true,1
458,4,true,2
458,0,true,3
458,2,true,4
458,1,true,5
459,1,true,1
459,0,true,2
459,2,true,3
459,4,true,4
459,3,true,5
460,3,true,1
460,0,true,2
460,1,true,3
460,4,true,4
460,2,true,5
461,3,true,1
461,1,true,2
461,0,true,3
461,4,true,4
461,2,true,5
462,3,true,1
462,0,true,2
462,1,true,3
462,4,true,4
462,2,true,5
463,4,true,1
463,2,true,2
463,0,true,3
463,1,true,4
463,3,true,5
464,2,true,1
464,4,true,2
464,0,true,3
464,1,true,4
464,3,true,5
465,3,true,1
465,4,true,2
465,0,true,3
465,2,true,4
465,1,true,5
466,0,true,1
466,4,true,2
466,2,true,3
466,1,true,4
466,3,true,5
467,3,true,1
467,4,true,2
467,0,true,3
467,2,true,4
467,1,true,5
468,3,true,1
468,0,true,2
468,4,true,3
468,1,true,4
468,2,true,5
469,3,true,1
469,0,true,2
469,4,true,3
469,1,true,4
469,2,true,5
470,3,true,1
470,0,true,2
470,4,true,3
470,2,true,4
470,1,true,5
471,0,true,1
471,1,true,2
471,2,true,3
471,4,true,4
471,3,true,5
472,3,true,1
472,0,true,2
472,4,true,3
472,2,true,4
472,1,true,5
473,1,true,1
473,0,true,2
473,3,true,3
473,4,true,4
473,2,true,5
474,1,true,1
474,0,true,2
474,2,true,3
474,4,true,4
474,3,true,5
475,4,true,1
475,3,true,2
475,0,true,3
475,2,true,4
475,1,true,5
476,2,true,1
476,0,true,2
476,1,true,3
476,4,true,4
476,3,true,5
477,3,true,1
477,0,true,2
477,1,true,3
477,4,true,4
477,2,true,5
478,4,true,1
478,2,true,2
478,0,true,3
478,3,true,4
478,1,true,5
479,3,true,1
479,0,true,2
479,4,true,3
479,2,true,4
479,1,true,5
480,0,true,1
480,3,true,2
480,1,true,3
480,4,true,4
480,2,true,5
481,4,true,1
481,2,true,2
481,0,true,3
481,1,true,4
481,3,true,5
482,4,true,1
482,0,true,2
482,1,true,3
482,2,true,4
482,3,true,5
483,2,true,1
483,0,true,2
483,4,true,3
483,1,true,4
483,3,true,5
484,3,true,1
484,0,true,2
484,4,true,3
484,2,true,4
484,1,true,5
485,4,true,1
485,2,true,2
485,0,true,3
485,1,true,4
485,3,true,5
486,3,true,1
486,0,true,2
486,4,true,3
486,1,true,4
486,2,true,5
487,1,true,1
487,0,true,2
487,2,true,3
487,4,true,4
487,3,true,5
488,3,true,1
488,0,true,2
488,1,true,3
488,4,true,4
488,2,true,5
489,0,true,1
489,1,true,2
489,4,true,3
489,3,true,4
489,2,true,5
490,1,true,1
490,0,true,2
490,2,true,3
490,4,true,4
490,3,true,5
491,3,true,1
491,4,true,2
491,0,true,3
491,1,true,4
491,2,true,5
492,1,true,1
492,0,true,2
492,2,true,3
492,4,true,4
492,3,true,5
493,0,true,1
493,1,true,2
493,2,true,3
493,4,true,4
493,3,true,5
494,1,true,1
494,3,true,2
494,0,true,3
494,4,true,4
494,2,true,5
495,3,true,1
495,0,true,2
495,4,true,3
495,2,true,4
495,1,true,5
496,1,true,1
496,0,true,2
496,2,true,3
496,4,true,4
496,3,true,5
497,2,true,1
497,4,true,2
497,0,true,3
497,3,true,4
497,1,true,5
498,2,true,1
498,4,true,2
498,0,true,3
498,1,true,4
498,3,true,5
499,3,true,1
499,4,true,2
499,0,true,3
499,2,true,4
499,1,true,5
500,0,true,1
500,2,true,2
500,1,true,3
500,4,true,4
500,3,true,5
501,3,true,1
501,0,true,2
501,4,true,3
501,2,true,4
501,1,true,5
502,3,true,1
502,4,true,2
502,0,true,3
502,2,true,4
502,1,true,5
503,2,true,1
503,4,true,2
503,0,true,3
503,3,true,4
503,1,true,5
504,3,true,1
504,0,true,2
504,4,true,3
504,2,true,4
504,1,true,5
505,0,true,1
505,1,true,2
505,4,true,3
505,2,true,4
505,3,true,5
506,0,true,1
506,2,true,2
506,1,true,3
506,4,true,4
506,3,true,5
507,2,true,1
507,0,true,2
507,1,true,3
507,4,true,4
507,3,true,5
508,4,true,1
508,2,true,2
508,0,true,3
508,3,true,4
508,1,true,5
509,1,true,1
509,0,true,2
509,4,true,3
509,2,true,4
509,3,true,5
510,1,true,1
510,0,true,2
510,2,true,3
510,4,true,4
510,3,true,5
511,3,true,1
511,0,true,2
511,4,true,3
511,2,true,4
511,1,true,5
512,3,true,1
512,1,true,2
512,0,true,3
512,4,true,4
512,2,true,5
513,4,true,1
513,2,true,2
513,0,true,3
513,1,true,4
513,3,true,5
514,0,true,1
514,4,true,2
514,2,true,3
514,1,true,4
514,3,true,5
515,3,true,1
515,1,true,2
515,0,true,3
515,4,true,4
515,2,true,5
516,4,true,1
516,2,true,2
516,0,true,3
516,3,true,4
516,1,true,5
517,0,true,1
517,1,true,2
517,3,true,3
517,4,true,4
517,2,true,5
518,0,true,1
518,1,true,2
518,3,true,3
518,4,true,4
518,2,true,5
519,3,true,1
519,0,true,2
519,4,true,3
519,1,true,4
519,2,true,5
520,2,true,1
520,4,true,2
520,0,true,3
520,3,true,4
520,1,true,5
521,3,true,1
521,0,true,2
521,4,true,3
521,2,true,4
521,1,true,5
522,0,true,1
522,1,true,2
522,2,true,3
522,4,true,4
522,3,true,5
523,3,true,1
523,0,true,2
523,4,true,3
523,1,true,4
523,2,true,5
524,3,true,1
524,0,true,2
524,1,true,3
524,4,true,4
524,2,true,5
525,3,true,1
525,0,true,2
525,4,true,3
525,2,true,4
525,1,true,5
526,1,true,1
526,0,true,2
526,2,true,3
526,4,true,4
526,3,true,5
527,3,true,1
527,0,true,2
527,4,true,3
527,2,true,4
527,1,true,5
528,3,true,1
528,0,true,2
528,4,true,3
528,2,true,4
528,1,true,5
529,3,true,1
529,0,true,2
529,4,true,3
529,1,true,4
529,2,true,5
530,0,true,1
530,2,true,2
530,4,true,3
530,3,true,4
530,1,true,5
531,3,true,1
531,0,true,2
531,4,true,3
531,2,true,4
531,1,true,5
532,3,true,1
532,0,true,2
532,4,true,3
532,1,true,4
532,2,true,5
533,3,true,1
533,0,true,2
533,4,true,3
533,2,true,4
533,1,true,5
534,0,true,1
534,4,true,2
534,3,true,3
534,2,true,4
534,1,true,5
535,1,true,1
535,4,true,2
535,0,true,3
535,2,true,4
535,3,true,5
536,4,true,1
536,3,true,2
536,0,true,3
536,2,true,4
536,1,true,5
537,1,true,1
537,0,true,2
537,2,true,3
537,4,true,4
537,3,true,5
538,0,true,1
538,3,true,2
538,4,true,3
538,1,true,4
538,2,true,5
539,2,true,1
539,4,true,2
539,0,true,3
539,1,true,4
539,3,true,5
540,3,true,1
540,0,true,2
540,1,true,3
540,4,true,4
540,2,true,5
541,3,true,1
541,0,true,2
541,4,true,3
541,2,true,4
541,1,true,5
542,3,true,1
542,0,true,2
542,4,true,3
542,1,true,4
542,2,true,5
543,3,true,1
543,4,true,2
543,0,true,3
543,2,true,4
543,1,true,5
544,0,true,1
544,1,true,2
544,2,true,3
544,4,true,4
544,3,true,5
545,1,true,1
545,0,true,2
545,2,true,3
545,4,true,4
545,3,true,5
546,1,true,1
546,0,true,2
546,2,true,3
546,4,true,4
546,3,true,5
547,0,true,1
547,2,true,2
547,1,true,3
547,4,true,4
547,3,true,5
548,1,true,1
548,0,true,2
548,4,true,3
548,2,true,4
548,3,true,5
549,3,true,1
549,0,true,2
549,4,true,3
549,2,true,4
549,1,true,5
550,4,true,1
550,0,true,2
550,2,true,3
550,3,true,4
550,1,true,5
551,1,true,1
551,0,true,2
551,4,true,3
551,2,true,4
551,3,true,5
552,3,true,1
552,0,true,2
552,4,true,3
552,1,true,4
552,2,true,5
553,0,true,1
553,2,true,2
553,4,true,3
553,1,true,4
553,3,true,5
554,4,true,1
554,3,true,2
554,0,true,3
554,2,true,4
554,1,true,5
555,3,true,1
555,0,true,2
555,4,true,3
555,1,true,4
555,2,true,5
556,3,true,1
556,1,true,2
556,0,true,3
556,4,true,4
556,2,true,5
557,3,true,1
557,0,true,2
557,4,true,3
557,1,true,4
557,2,true,5
558,2,true,1
558,0,true,2
558,4,true,3
558,1,true,4
558,3,true,5
559,3,true,1
559,0,true,2
559,4,true,3
559,1,true,4
559,2,true,5
560,0,true,1
560,3,true,2
560,4,true,3
560,2,true,4
560,1,true,5
561,3,true,1
561,0,true,2
561,4,true,3
561,1,true,4
561,2,true,5
562,2,true,1
562,0,true,2
562,4,true,3
562,1,true,4
562,3,true,5
563,3,true,1
563,4,true,2
563,0,true,3
563,2,true,4
563,1,true,5
564,1,true,1
564,0,true,2
564,2,true,3
564,4,true,4
564,3,true,5
565,1,true,1
565,0,true,2
565,3,true,3
565,4,true,4
565,2,true,5
566,3,true,1
566,0,true,2
566,1,true,3
566,4,true,4
566,2,true,5
567,2,true,1
567,0,true,2
567,4,true,3
567,1,true,4
567,3,true,5
568,3,true,1
568,0,true,2
568,4,true,3
568,1,true,4
568,2,true,5
569,3,true,1
569,0,true,2
569,4,true,3
569,1,true,4
569,2,true,5
570,4,true,1
570,3,true,2
570,0,true,3
570,2,true,4
570,1,true,5
571,3,true,1
571,0,true,2
571,4,true,3
571,2,true,4
571,1,true,5
572,1,true,1
572,0,true,2
572,3,true,3
572,2,true,4
572,4,true,5
573,4,true,1
573,2,true,2
573,0,true,3
573,3,true,4
573,1,true,5
574,3,true,1
574,4,true,2
574,0,true,3
574,2,true,4
574,1,true,5
575,3,true,1
575,4,true,2
575,0,true,3
575,2,true,4
575,1,true,5
576,3,true,1
576,4,true,2
576,0,true,3
576,2,true,4
576,1,true,5
577,0,true,1
577,1,true,2
577,2,true,3
577,3,true,4
577,4,true,5
578,3,true,1
578,0,true,2
578,4,true,3
578,2,true,4
578,1,true,5
579,4,true,1
579,0,true,2
579,2,true,3
579,3,true,4
579,1,true,5
580,3,true,1
580,0,true,2
580,4,true,3
580,2,true,4
580,1,true,5
581,3,true,1
581,0,true,2
581,4,true,3
581,2,true,4
581,1,true,5
582,3,true,1
582,0,true,2
582,4,true,3
582,2,true,4
582,1,true,5
583,3,true,1
583,0,true,2
583,4,true,3
583,1,true,4
583,2,true,5
584,3,true,1
584,0,true,2
584,4,true,3
584,1,true,4
584,2,true,5
585,1,true,1
585,0,true,2
585,2,true,3
585,4,true,4
585,3,true,5
586,3,true,1
586,4,true,2
586,0,true,3
586,2,true,4
586,1,true,5
587,3,true,1
587,0,true,2
587,4,true,3
587,2,true,4
587,1,true,5
588,3,true,1
588,0,true,2
588,4,true,3
588,2,true,4
588,1,true,5
589,4,true,1
589,2,true,2
589,0,true,3
589,1,true,4
589,3,true,5
590,0,true,1
590,2,true,2
590,4,true,3
590,3,true,4
590,1,true,5
591,4,true,1
591,2,true,2
591,0,true,3
591,1,true,4
591,3,true,5
592,1,true,1
592,0,true,2
592,2,true,3
592,4,true,4
592,3,true,5
593,3,true,1
593,4,true,2
593,0,true,3
593,2,true,4
593,1,true,5
594,3,true,1
594,0,true,2
594,4,true,3
594,2,true,4
594,1,true,5
595,2,true,1
595,0,true,2
595,4,true,3
595,1,true,4
595,3,true,5
596,3,true,1
596,0,true,2
596,1,true,3
596,4,true,4
596,2,true,5
597,4,true,1
597,0,true,2
597,2,true,3
597,3,true,4
597,1,true,5
598,2,true,1
598,4,true,2
598,0,true,3
598,3,true,4
598,1,true,5
599,3,true,1
599,4,true,2
599,0,true,3
599,2,true,4
599,1,true,5
600,1,true,1
600,0,true,2
600,2,true,3
600,4,true,4
600,3,true,5
601,3,true,1
601,4,true,2
601,0,true,3
601,2,true,4
601,1,true,5
602,3,true,1
602,0,true,2
602,4,true,3
602,1,true,4
602,2,true,5
603,3,true,1
603,0,true,2
603,4,true,3
603,2,true,4
603,1,true,5
604,3,true,1
604,0,true,2
604,4,true,3
604,1,true,4
604,2,true,5
605,4,true,1
605,3,true,2
605,0,true,3
605,2,true,4
605,1,true,5
606,3,true,1
606,4,true,2
606,0,true,3
606,2,true,4
606,1,true,5
607,3,true,1
607,4,true,2
607,0,true,3
607,2,true,4
607,1,true,5
608,1,true,1
608,0,true,2
608,2,true,3
608,4,true,4
608,3,true,5
609,1,true,1
609,0,true,2
609,4,true,3
609,3,true,4
609,2,true,5
610,3,true,1
610,4,true,2
610,0,true,3
610,2,true,4
610,1,true,5
611,3,true,1
611,4,true,2
611,0,true,3
611,2,true,4
611,1,true,5
612,3,true,1
612,0,true,2
612,4,true,3
612,2,true,4
612,1,true,5
613,3,true,1
613,0,true,2
613,4,true,3
613,2,true,4
613,1,true,5
614,3,true,1
614,0,true,2
614,4,true,3
614,1,true,4
614,2,true,5
615,3,true,1
615,0,true,2
615,4,true,3
615,1,true,4
615,2,true,5
616,3,true,1
616,0,true,2
616,4,true,3
616,1,true,4
616,2,true,5
617,1,true,1
617,0,true,2
617,4,true,3
617,3,true,4
617,2,true,5
618,2,true,1
618,0,true,2
618,4,true,3
618,1,true,4
618,3,true,5
619,3,true,1
619,0,true,2
619,4,true,3
619,2,true,4
619,1,true,5
620,0,true,1
620,4,true,2
620,3,true,3
620,2,true,4
620,1,true,5
621,3,true,1
621,0,true,2
621,4,true,3
621,2,true,4
621,1,true,5
622,3,true,1
622,4,true,2
622,0,true,3
622,2,true,4
622,1,true,5
623,2,true,1
623,0,true,2
623,4,true,3
623,1,true,4
623,3,true,5
624,3,true,1
624,0,true,2
624,1,true,3
624,4,true,4
624,2,true,5
625,3,true,1
625,0,true,2
625,4,true,3
625,2,true,4
625,1,true,5
626,0,true,1
626,4,true,2
626,1,true,3
626,3,true,4
626,2,true,5
627,3,true,1
627,0,true,2
627,4,true,3
627,1,true,4
627,2,true,5
628,0,true,1
628,2,true,2
628,1,true,3
628,4,true,4
628,3,true,5
629,4,true,1
629,0,true,2
629,2,true,3
629,1,true,4
629,3,true,5
630,3,true,1
630,0,true,2
630,1,true,3
630,4,true,4
630,2,true,5
631,3,true,1
631,0,true,2
631,4,true,3
631,1,true,4
631,2,true,5
632,0,true,1
632,1,true,2
632,3,true,3
632,4,true,4
632,2,true,5
633,4,true,1
633,0,true,2
633,2,true,3
633,3,true,4
633,1,true,5
634,0,true,1
634,2,true,2
634,4,true,3
634,3,true,4
634,1,true,5
635,3,true,1
635,1,true,2
635,0,true,3
635,4,true,4
635,2,true,5
636,4,true,1
636,2,true,2
636,0,true,3
636,3,true,4
636,1,true,5
637,3,true,1
637,4,true,2
637,0,true,3
637,2,true,4
637,1,true,5
638,3,true,1
638,0,true,2
638,4,true,3
638,2,true,4
638,1,true,5
639,3,true,1
639,0,true,2
639,4,true,3
639,2,true,4
639,1,true,5
640,3,true,1
640,0,true,2
640,4,true,3
640,1,true,4
640,2,true,5
641,3,true,1
641,0,true,2
641,4,true,3
641,1,true,4
641,2,true,5
642,0,true,1
642,2,true,2
642,4,true,3
642,1,true,4
642,3,true,5
643,3,true,1
643,4,true,2
643,0,true,3
643,2,true,4
643,1,true,5
644,3,true,1
644,4,true,2
644,0,true,3
644,2,true,4
644,1,true,5
645,3,true,1
645,0,true,2
645,4,true,3
645,1,true,4
645,2,true,5
646,2,true,1
646,0,true,2
646,4,true,3
646,1,true,4
646,3,true,5
647,1,true,1
647,0,true,2
647,4,true,3
647,2,true,4
647,3,true,5
648,0,true,1
648,4,true,2
648,2,true,3
648,3,true,4
648,1,true,5
649,4,true,1
649,0,true,2
649,2,true,3
649,3,true,4
649,1,true,5
650,3,true,1
650,0,true,2
650,1,true,3
650,4,true,4
650,2,true,5
651,1,true,1
651,0,true,2
651,4,true,3
651,2,true,4
651,3,true,5
652,3,true,1
652,0,true,2
652,4,true,3
652,1,true,4
652,2,true,5
653,3,true,1
653,0,true,2
653,4,true,3
653,1,true,4
653,2,true,5
654,4,true,1
654,3,true,2
654,0,true,3
654,2,true,4
654,1,true,5
655,1,true,1
655,0,true,2
655,3,true,3
655,4,true,4
655,2,true,5
656,4,true,1
656,2,true,2
656,0,true,3
656,3,true,4
656,1,true,5
657,2,true,1
657,4,true,2
657,0,true,3
657,3,true,4
657,1,true,5
658,3,true,1
658,4,true,2
658,0,true,3
658,2,true,4
658,1,true,5
659,3,true,1
659,0,true,2
659,4,true,3
659,2,true,4
659,1,true,5
660,0,true,1
660,3,true,2
660,4,true,3
660,2,true,4
660,1,true,5
661,0,true,1
661,4,true,2
661,2,true,3
661,3,true,4
661,1,true,5
662,4,true,1
662,0,true,2
662,2,true,3
662,3,true,4
662,1,true,5
663,3,true,1
663,0,true,2
663,4,true,3
663,2,true,4
663,1,true,5
664,2,true,1
664,0,true,2
664,4,true,3
664,1,true,4
664,3,true,5
665,0,true,1
665,4,true,2
665,1,true,3
665,2,true,4
665,3,true,5
666,4,true,1
666,3,true,2
666,0,true,3
666,2,true,4
666,1,true,5
667,1,true,1
667,0,true,2
667,2,true,3
667,4,true,4
667,3,true,5
668,1,true,1
668,0,true,2
668,4,true,3
668,2,true,4
668,3,true,5
669,2,true,1
669,4,true,2
669,0,true,3
669,1,true,4
669,3,true,5
670,2,true,1
670,0,true,2
670,1,true,3
670,4,true,4
670,3,true,5
671,3,true,1
671,0,true,2
671,4,true,3
671,2,true,4
671,1,true,5
672,0,true,1
672,2,true,2
672,1,true,3
672,4,true,4
672,3,true,5
673,3,true,1
673,0,true,2
673,4,true,3
673,2,true,4
673,1,true,5
674,4,true,1
674,0,true,2
674,2,true,3
674,1,true,4
674,3,true,5
675,0,true,1
675,4,true,2
675,1,true,3
675,2,true,4
675,3,true,5
676,1,true,1
676,0,true,2
676,2,true,3
676,4,true,4
676,3,true,5
677,1,true,1
677,0,true,2
677,2,true,3
677,4,true,4
677,3,true,5
678,0,true,1
678,2,true,2
678,1,true,3
678,4,true,4
678,3,true,5
679,3,true,1
679,0,true,2
679,4,true,3
679,2,true,4
679,1,true,5
680,2,true,1
680,0,true,2
680,4,true,3
680,1,true,4
680,3,true,5
681,3,true,1
681,0,true,2
681,4,true,3
681,2,true,4
681,1,true,5
682,0,true,1
682,4,true,2
682,2,true,3
682,1,true,4
682,3,true,5
683,3,true,1
683,0,true,2
683,4,true,3
683,1,true,4
683,2,true,5
684,0,true,1
684,4,true,2
684,3,true,3
684,2,true,4
684,1,true,5
685,2,true,1
685,1,true,2
685,0,true,3
685,4,true,4
685,3,true,5
686,3,true,1
686,4,true,2
686,0,true,3
686,2,true,4
686,1,true,5
687,0,true,1
687,4,true,2
687,1,true,3
687,2,true,4
687,3,true,5
688,1,true,1
688,0,true,2
688,2,true,3
688,4,true,4
688,3,true,5
689,4,true,1
689,0,true,2
689,2,true,3
689,1,true,4
689,3,true,5
690,3,true,1
690,0,true,2
690,4,true,3
690,1,true,4
690,2,true,5
691,0,true,1
691,3,true,2
691,4,true,3
691,2,true,4
691,1,true,5
692,0,true,1
692,1,true,2
692,4,true,3
692,2,true,4
692,3,true,5
693,0,true,1
693,2,true,2
693,4,true,3
693,3,true,4
693,1,true,5
694,0,true,1
694,1,true,2
694,2,true,3
694,4,true,4
694,3,true,5
695,3,true,1
695,0,true,2
695,1,true,3
695,4,true,4
695,2,true,5
696,0,true,1
696,1,true,2
696,2,true,3
696,4,true,4
696,3,true,5
697,2,true,1
697,4,true,2
697,0,true,3
697,1,true,4
697,3,true,5
698,0,true,1
698,2,true,2
